task,plant,model,seed,delay_s,tau_s,scale,maximum_position_m,maximum_goal_overshoot_m,final_position_m,final_goal_error_m,goal_reached,goal_reached_time_s,settling_time_s,minimum_wall_clearance_m,safety_margin_m,collision,safety_violation,peak_actual_speed_mps,mean_abs_raw_to_smoothed_mps,mean_abs_smoothed_to_actual_mps,mean_abs_first_cycle_prediction_error_m,p95_abs_first_cycle_prediction_error_m,raw_command_total_variation_mps,mean_compute_ms,p95_compute_ms,mean_rank_spearman,mean_top_1pct_overlap
wall_stop,smoother_only,smoother,16,0.0,0.0,1.0,0.5287707656279972,0.0,0.5287707656279972,0.3212292343720028,1,1.9500000000000002,nan,0.4712292343720028,0.37122923437200284,0,0,0.3,0.027952419132363585,0.0,0.0,0.0,0.8710521949893728,8.784305410349939,9.366849000798538,nan,nan
wall_stop,smoother_only,smoother,17,0.0,0.0,1.0,0.5291720494418028,0.0,0.5291720494418028,0.32082795055819713,1,1.9500000000000002,nan,0.47082795055819715,0.3708279505581972,0,0,0.3,0.02812616466822745,0.0,0.0,0.0,0.910386908923992,8.514694615419453,9.931512500406825,nan,nan
wall_stop,smoother_only,smoother,18,0.0,0.0,1.0,0.5409971111703249,0.0,0.5409971111703249,0.3090028888296751,1,2.0,nan,0.4590028888296751,0.3590028888296751,0,0,0.3,0.027784765534766227,0.0,0.0,0.0,0.9056884937698181,9.239250799964793,10.491706549873925,nan,nan
wall_stop,smoother_only,smoother,19,0.0,0.0,1.0,0.528324270593339,0.0,0.528324270593339,0.321675729406661,1,1.9500000000000002,nan,0.47167572940666114,0.37167572940666116,0,0,0.3,0.027816017133131022,0.0,0.0,0.0,0.8949734585981308,8.30471774325139,8.73708879807964,nan,nan
wall_stop,smoother_only,response,0,0.0,0.0,1.0,0.5297205374070498,0.0,0.5297205374070498,0.32027946259295015,1,1.9500000000000002,nan,0.4702794625929503,0.3702794625929503,0,0,0.3,0.02796770159174639,0.0,0.0,0.0,0.8865214024821122,8.954962282400512,9.651762199428049,nan,nan
wall_stop,smoother_only,response,1,0.0,0.0,1.0,0.5399374354824328,0.0,0.5399374354824328,0.3100625645175672,1,2.0,nan,0.4600625645175671,0.36006256451756713,0,0,0.3,0.02773068572631352,0.0,0.0,0.0,0.9072406844064905,9.295112425206753,10.273787749974872,nan,nan
wall_stop,smoother_only,response,2,0.0,0.0,1.0,0.540374364765393,0.0,0.540374364765393,0.30962563523460696,1,2.0,nan,0.4596256352346071,0.3596256352346071,0,0,0.3,0.02787383821338207,0.0,0.0,0.0,0.9130752711531449,8.633334775095136,10.273699552817561,nan,nan
wall_stop,smoother_only,response,3,0.0,0.0,1.0,0.5292008967562766,0.0,0.5292008967562766,0.3207991032437234,1,1.9500000000000002,nan,0.4707991032437233,0.37079910324372334,0,0,0.3,0.02796697030772099,0.0,0.0,0.0,0.9100618984631095,8.743163076780128,9.364681501756422,nan,nan
wall_stop,smoother_only,response,4,0.0,0.0,1.0,0.5311437071089177,0.0,0.5311437071089177,0.3188562928910823,1,1.9500000000000002,nan,0.4688562928910822,0.36885629289108224,0,0,0.3,0.02809853841748441,0.0,0.0,0.0,0.9132682385255532,8.2432172560239,8.664232799856109,nan,nan
wall_stop,smoother_only,response,5,0.0,0.0,1.0,0.5388754430765229,0.0,0.5388754430765229,0.31112455692347707,1,2.0,nan,0.461124556923477,0.361124556923477,0,0,0.3,0.028041972991721974,0.0,0.0,0.0,0.9013374745855793,8.334547625145206,8.805657398079347,nan,nan
wall_stop,smoother_only,response,6,0.0,0.0,1.0,0.5405006267928179,0.0,0.5405006267928179,0.3094993732071821,1,2.0,nan,0.45949937320718215,0.35949937320718217,0,0,0.3,0.027976092370651944,0.0,0.0,0.0,0.9084038702780726,8.195185499789659,8.69551360119658,nan,nan
wall_stop,smoother_only,response,7,0.0,0.0,1.0,0.5289005079555194,0.0,0.5289005079555194,0.32109949204448063,1,1.9500000000000002,nan,0.47109949204448065,0.37109949204448067,0,0,0.3,0.02795482050026787,0.0,0.0,0.0,0.9176345463840514,8.19553094893658,8.807664400956128,nan,nan
wall_stop,smoother_only,response,8,0.0,0.0,1.0,0.5395463117518063,0.0,0.5395463117518063,0.31045368824819364,1,2.0,nan,0.46045368824819377,0.3604536882481938,0,0,0.3,0.02778216374928862,0.0,0.0,0.0,0.9424667757632997,8.256537550005305,8.701462598219223,nan,nan
wall_stop,smoother_only,response,9,0.0,0.0,1.0,0.5296911756465934,0.0,0.5296911756465934,0.3203088243534066,1,1.9500000000000002,nan,0.4703088243534066,0.3703088243534066,0,0,0.3,0.027866564824712104,0.0,0.0,0.0,0.9178231993706136,8.321290230434478,8.70572330095456,nan,nan
wall_stop,smoother_only,response,10,0.0,0.0,1.0,0.5385229966828203,0.0,0.5385229966828203,0.31147700331717965,1,2.0,nan,0.4614770033171798,0.3614770033171798,0,0,0.3,0.027722953920011995,0.0,0.0,0.0,0.9096561532657188,8.381981074853684,8.953493700209947,nan,nan
wall_stop,smoother_only,response,11,0.0,0.0,1.0,0.5402429357341607,0.0,0.5402429357341607,0.30975706426583927,1,2.0,nan,0.4597570642658393,0.3597570642658393,0,0,0.3,0.027685555206707988,0.0,0.0,0.0,0.9470592171235097,8.174273050190095,8.657795400540635,nan,nan
wall_stop,smoother_only,response,12,0.0,0.0,1.0,0.540107327936669,0.0,0.540107327936669,0.30989267206333093,1,2.0,nan,0.45989267206333095,0.359892672063331,0,0,0.3,0.027904155254764567,0.0,0.0,0.0,0.9407387138969086,8.21200329983185,8.768260098077008,nan,nan
wall_stop,smoother_only,response,13,0.0,0.0,1.0,0.5398270419071903,0.0,0.5398270419071903,0.31017295809280965,1,2.0,nan,0.46017295809280956,0.3601729580928096,0,0,0.3,0.027709859135740623,0.0,0.0,0.0,0.9089064577585375,8.20318342466635,8.625534150269232,nan,nan
wall_stop,smoother_only,response,14,0.0,0.0,1.0,0.5291899029013988,0.0,0.5291899029013988,0.3208100970986012,1,1.9500000000000002,nan,0.47081009709860133,0.37081009709860135,0,0,0.3,0.027932152332236664,0.0,0.0,0.0,0.9557501932531371,8.60090579459584,9.878532602306223,nan,nan
