controller,maximum_position_m,minimum_wall_clearance_m,safety_margin_m,boundary_crossed,final_position_m,final_goal_error_m,peak_velocity_mps,mean_compute_ms,p95_compute_ms,mean_effective_samples
baseline,0.8477379782924993,0.1522620217075007,-0.007737978292499337,1,0.7407372601192285,0.03926273988077156,0.4565081823212486,0.9958021858048076,1.2578190478961915,6352.558177521541
aware,0.7972493304919711,0.2027506695080289,0.04275066950802886,0,0.794069087155153,0.014069087155152982,0.34237487102523223,1.0085115071758213,1.0720909000156098,7394.461450932226
